h3,population_2020_x,GN,DS,District,PREPAID_ARPU,POSTPAID_ARPU,HBB_ARPU,bank_count,gas_station_count,pharmacy_count,school_count,grocery_or_supermarket_count,poi_count,Rural Urban Classifications,SEC breakdown,Revenue potential,CX_daytime,busy_hour,Busy day,Postal Code,lat,lng,geometry,k5cls
88610359a5fffff,615.7401421,Ovitiyagala,Horana,Kalutara,309.75,1334.958333,600.8084657,0,0,0,1,0,1,0,0,0,327,12:00 PM,wen,LK1309225,6.736212629,80.0573573,"POLYGON ((80.06153276387177 6.7335082100355, 80.06165681623865 6.738547555065828, 80.0574812814432 6.7412519022183, 80.0531819356199 6.738916916333899, 80.05305802783477 6.733877775433342, 80.05723332129554 6.731173416282714, 80.06153276387177 6.7335082100355))",3
88611cc6d9fffff,700.4061729,Ilukpatha/ Weragoda,Mirigama,Gampaha,308.6,1154.866667,633.1808657,0,0,0,0,0,0,0,0,0,434,8:00 AM,sat,LK1212510,7.200545147,80.17931092,"POLYGON ((80.18349645247774 7.197845020559719, 80.18362277269266 7.202892379748703, 80.1794371649994 7.205592431804586, 80.17512547817921 7.203245139395663, 80.1749993032268 7.198197983740767, 80.17918466983642 7.195497916955977, 80.18349645247774 7.197845020559719))",3
88611c14adfffff,1839.517235,Mahahunupitiya West,Katana,Gampaha,339.1325301,1476.987952,666.9816106,0,0,0,2,0,2,0,0,0,"1,140",8:00 AM,sat,LK1206125,7.213474032,79.86538592,"POLYGON ((79.86956134565392 7.210781132072499, 79.86968230294252 7.215820896589829, 79.86550680811057 7.218513719479086, 79.86121059954343 7.216166794710667, 79.86108978685873 7.211127237268806, 79.86526503814171 7.208434397515452, 79.86956134565392 7.210781132072499))",2
88611c8acbfffff,580.7290997,Kendagolla,Dompe,Gampaha,301.3571429,1119.928571,764.1420678,0,0,0,2,0,2,0,0,0,360,3:00 PM,mon,LK1230155,7.049869695,80.158541,"POLYGON ((80.16272388154232 7.047167733499381, 80.16284978661176 7.052213027003198, 80.158666835334 7.054914915386597, 80.15435822000985 7.0525715239854, 80.15423246002169 7.047526434007091, 80.15841517028072 7.04482453189975, 80.16272388154232 7.047167733499381))",3
88611c1661fffff,530.7067356,Welhena,Minuwangoda,Gampaha,311.8139535,1374.976744,694.6030937,0,0,0,0,0,0,0,0,0,329,6:00 PM,sat,LK1215420,7.141420234,79.96120165,"POLYGON ((79.96537928699131 7.13872406088164, 79.96550185395574 7.143765464334076, 79.9613241436073 7.146461562238513, 79.95702410899777 7.144116272382474, 79.95690168677871 7.139075074820182, 79.96107915442822 7.136378961219244, 79.96537928699131 7.13872406088164))",1
886102343bfffff,71.4443289,Thiniyawala,Palindanuwara,Kalutara,269.3333333,931.6666667,527.1442778,0,0,0,0,0,0,0,0,0,38,3:00 PM,mon,LK1336215,6.438340052,80.28762958,"POLYGON ((80.29180858700283 6.43562639940857, 80.29193645448576 6.440667794075358, 80.28775737747641 6.443381378865234, 80.28345067206563 6.441053577237872, 80.28332294937557 6.436012383569847, 80.28750178730768 6.43329879052549, 80.29180858700283 6.43562639940857))",1
88611c8189fffff,831.7479819,Anuragoda,Dompe,Gampaha,311,1200.052632,760.4927482,0,0,0,0,0,0,0,0,0,515,6:00 PM,tue,LK1230205,7.013651069,80.1193975,"POLYGON ((80.1235786318055 7.010949424741431, 80.12370385318079 7.015993376339792, 80.11952264942391 7.0186949471567, 80.11521646556733 7.01635258007374, 80.11509138915787 7.011308832381997, 80.11927235164352 7.008607247861907, 80.1235786318055 7.010949424741431))",3
88611c8e45fffff,943.7171279,Vilimbula South,Mahara,Gampaha,321.7037037,1303.444444,711.7292174,0,0,0,0,0,0,0,0,0,585,6:00 PM,fri,LK1233140,7.015445322,80.07696952,"POLYGON ((80.08114929811275 7.012744643409486, 80.08127379483504 7.01778757451453, 80.07709394923597 7.02048817986144, 80.07278984852496 7.018145868090083, 80.07266549668034 7.013103141371603, 80.07684510067338 7.010402522033248, 80.08114929811275 7.012744643409486))",3
8861035209fffff,6.094020502,Walagedara South,Matugama,Kalutara,315.5,979.75,643.2776859,0,0,0,0,0,0,0,0,0,3,8:00 AM,0,LK1330265,6.432825156,80.07532736,"POLYGON ((80.07949942274803 6.430115966356909, 80.07962366333501 6.435152109948959, 80.07545152569797 6.43786123109895, 80.07115538821307 6.435534218226453, 80.07103129197019 6.430498278011846, 80.07520318887248 6.427789147287558, 80.07949942274803 6.430115966356909))",1
88611c8131fffff,791.4762666,Kirimetiyawatta,Dompe,Gampaha,305.5454545,1149.090909,763.1799081,0,0,0,0,0,0,0,0,0,490,6:00 PM,thu,LK1230165,7.034734374,80.15816352,"POLYGON ((80.16234619124175 7.032032192201431, 80.16247208385752 7.037077316021132, 80.15828934397753 7.03977942489654, 80.15398095248484 7.037436423559278, 80.15385520493577 7.032391503244476, 80.15803770381699 7.029689380757292, 80.16234619124175 7.032032192201431))",3
8861022687fffff,8.064355089,Kuda Kalupahana,Agalawatta,Kalutara,313,1055.454545,556.4825273,0,0,0,0,0,0,0,0,0,4,8:00 AM,sun,LK1333120,6.497205015,80.15750139,"POLYGON ((80.16167697725329 6.494494974189124, 80.1618026458075 6.499533928181479, 80.15762699227051 6.502243899819986, 80.15332591037418 6.499914926998475, 80.15320038639565 6.494876175580657, 80.1573757997421 6.492166194404993, 80.16167697725329 6.494494974189124))",1
88610348b1fffff,5792.93923,Idama,Moratuwa,Colombo,335.8351648,1705,1326.852555,9,2,5,17,0,33,0,0,0,"4,087",1:00 PM,thu,LK1133115,6.781514041,79.88467656,"POLYGON ((79.88884694042349 6.77881407797456, 79.88896806231587 6.783849675161124, 79.8847976071562 6.786549565795135, 79.88050627284768 6.78421387269258, 79.88038529520803 6.77917848164527, 79.88455550762865 6.776478577556732, 79.88884694042349 6.77881407797456))",2
88610350e5fffff,1288.098968,Kendagahavila,Beruwala,Kalutara,358.9583333,1406.625,647.071349,0,0,0,0,0,0,0,0,0,684,2:00 PM,thu,LK1324120,6.511400904,80.00944939,"POLYGON ((80.01362033867971 6.508694254315809, 80.01374348576677 6.513729746472196, 80.00957246989199 6.516436326268335, 80.00527854829973 6.514107424498506, 80.00515554548817 6.509072136603077, 80.00932631999771 6.506365546211843, 80.01362033867971 6.508694254315809))",3
88610359abfffff,1576.351987,Gal Edandugoda,Horana,Kalutara,307.8888889,1329.888889,609.3138642,0,0,1,1,0,2,0,0,0,837,9:00 AM,wen,LK1309255,6.721465163,80.04851135,"POLYGON ((80.05268632896087 6.71876072058581, 80.05281022450545 6.723799677482384, 80.0486351724026 6.726504048603588, 80.04433646614065 6.724169474766502, 80.04421271514562 6.719130722072868, 80.04838752586734 6.71642633900867, 80.05268632896087 6.71876072058581))",2
88610359bbfffff,796.62244,Henegama,Horana,Kalutara,309.96,1321.84,623.7749759,0,0,0,1,0,1,0,0,0,423,6:00 PM,tue,LK1309250,6.714831914,80.0271441,"POLYGON ((80.03131829231886 6.712127839823991, 80.03144182042129 6.717166193800651, 80.02726755417852 6.719870196344211, 80.02297000137484 6.71753585693653, 80.02284661777047 6.71249770739049, 80.0270206424761 6.709793692816849, 80.03131829231886 6.712127839823991))",3
8861022c81fffff,150.1048874,Bothale,Bulathsinhala,Kalutara,310.5,1109.5,578.1954292,0,0,0,0,0,0,0,0,0,80,6:00 PM,thu,LK1312050,6.701144452,80.16683278,"POLYGON ((80.17101134632594 6.698437138742862, 80.17113725496878 6.703478759408634, 80.16695862050061 6.70618600231496, 80.16265431781943 6.70385163557727, 80.16252855395737 6.698810217749355, 80.16670694800001 6.696102963816498, 80.17101134632594 6.698437138742862))",1
88611c025bfffff,720.636669,Akaragama East,Divulapitiya,Gampaha,313.4782609,1265.608696,693.6742554,0,0,0,0,0,0,0,0,0,447,6:00 PM,fri,LK1209105,7.262427111,79.96414268,"POLYGON ((79.96832200975516 7.259732759444615, 79.96844467374967 7.264775460881346, 79.96426527416173 7.267469735644892, 79.95996345344483 7.265121325561916, 79.95984093431234 7.260078830174799, 79.96402009103915 7.257384538816489, 79.96832200975516 7.259732759444615))",3
886103580bfffff,719.1889451,Madurawala West,Madurawala,Kalutara,303.6666667,1140.583333,696.6122406,0,1,0,2,0,3,0,0,0,382,5:00 PM,mon,LK1315110,6.644769625,80.07207211,"POLYGON ((80.07624685201257 6.642063548941854, 80.07637111991785 6.647102187134758, 80.07219630605499 6.649808192794115, 80.06789746537248 6.647475571464027, 80.067773341997 6.642437137073407, 80.07194791477856 6.639731120205866, 80.07624685201257 6.642063548941854))",3
8861035337fffff,522.8514034,Bopitiya East,Matugama,Kalutara,320.5454545,1030.727273,732.3991617,0,0,0,0,0,0,0,0,0,278,6:00 PM,sat,LK1330030,6.515739306,80.08161207,"POLYGON ((80.08578542934718 6.513031162553045, 80.08590980962911 6.518068484051664, 80.08173637892979 6.520776558552503, 80.07743880876427 6.51844732171524, 80.07731457291503 6.513410203677507, 80.08148776280296 6.510702119011426, 80.08578542934718 6.513031162553045))",3
88611c89b9fffff,1153.518933,Bataleeya,Mirigama,Gampaha,309.28,1255.2,691.9097342,0,0,0,0,0,0,0,0,0,715,6:00 PM,wen,LK1212525,7.187168661,80.13645684,"POLYGON ((80.14064081616075 7.184469283151685, 80.14076639781014 7.189515461051039, 80.13658235602824 7.192214763992791, 80.13227297400209 7.189867903936669, 80.13214753751286 7.184821930033338, 80.13633133789396 7.182122612185418, 80.14064081616075 7.184469283151685))",3
8861023469fffff,15.82382341,Kalukandawa,Palindanuwara,Kalutara,251.3333333,964,726.8720313,0,0,0,0,0,0,0,0,0,8,10:00 AM,0,LK1336200,6.428651574,80.33411837,"POLYGON ((80.33829873840027 6.425936797027961, 80.33842739619618 6.430979196570711, 80.33424695717878 6.433693906232166, 80.32993809906388 6.431366224228311, 80.32980958614773 6.426324025140617, 80.33398978647094 6.423609307596745, 80.33829873840027 6.425936797027961))",1
88611c10dbfffff,691.685264,Hapuwalana North,Divulapitiya,Gampaha,308.8214286,1264.75,703.2619019,0,0,0,0,0,0,0,0,0,429,6:00 PM,mon,LK1209600,7.208263179,79.99253863,"POLYGON ((79.99671818290284 7.205567343441083, 79.99684131141194 7.210610202667725, 79.99266169159252 7.213305962574458, 79.9883591858263 7.210958879250057, 79.98823620219078 7.205916225669656, 79.99241557945233 7.203220449762846, 79.99671818290284 7.205567343441083))",3
88611c12a5fffff,273.717862,Ullalapola East,Divulapitiya,Gampaha,309.7391304,1244.304348,697.0177752,0,0,0,0,0,0,0,0,0,170,6:00 PM,sat,LK1209575,7.213907979,80.03938618,"POLYGON ((80.04356733763132 7.211211181635979, 80.04369126939442 7.21625525115973, 80.0395100399859 7.218951972442189, 80.03520512102034 7.216604639935142, 80.0350813342361 7.211560775541294, 80.03926232144291 7.208864038519994, 80.04356733763132 7.211211181635979))",1
88611c8c2dfffff,1558.144431,Mahipalagoda,Gampaha,Gampaha,314.675,1381.25,655.4151721,0,0,1,2,0,3,0,0,0,965,8:00 AM,tue,LK1224105,7.100255438,80.04084187,"POLYGON ((80.04502158344023 7.097556854149522, 80.04514549573106 7.102599793564059, 80.04096571444192 7.105298303002826, 80.03666226288344 7.102953887890817, 80.03653849547086 7.09791115340754, 80.04071803474289 7.095212629100418, 80.04502158344023 7.097556854149522))",2
886103498bfffff,4867.984567,Mampe North,Kesbewa,Colombo,339.3766234,1784.798701,1123.542283,0,0,0,1,1,2,0,0,0,"3,435",10:00 AM,sat,LK1136185,6.809910554,79.92772452,"POLYGON ((79.93189669538479 6.807210069833421, 79.9320185628841 6.812247058116054, 79.92784631333045 6.814947469930002, 79.92355243873311 6.812610906850397, 79.92343071560529 6.80757412427655, 79.92760272270775 6.80487369906897, 79.93189669538479 6.807210069833421))",2
88611c86c9fffff,2746.168746,Malapalla East,Maharagama,Colombo,341.4747475,1718.292929,740.8003464,0,0,0,1,0,1,0,0,0,"1,938",6:00 PM,sat,LK1121140,6.845329455,79.9836891,"POLYGON ((79.9878635878981 6.842628270453849, 79.98798642458652 6.847667042271246, 79.98381186833834 6.850368154334491, 79.97951471747891 6.848030507878162, 79.9793920253144 6.842991941205593, 79.98356633948983 6.840290815839905, 79.9878635878981 6.842628270453849))",2
8861023517fffff,0,Kalukandawa,Palindanuwara,Kalutara,264.6666667,953,495.4452333,0,0,0,0,0,0,0,0,0,  -    ,10:00 AM,0,LK1336200,6.482561357,80.314244,"POLYGON ((80.31842444363225 6.47984775449049, 80.31855278362174 6.484890341098672, 80.3143722726541 6.487603875785404, 80.31006366063401 6.485274832278098, 80.3099354655325 6.480232446449631, 80.31411573756733 6.477518903343824, 80.31842444363225 6.47984775449049))",1
88611c8d0dfffff,2011.585076,Katuwasgoda West,Attanagalla,Gampaha,310.9047619,1303.071429,689.8047792,0,0,0,0,0,0,0,0,0,"1,246",5:00 PM,mon,LK1227265,7.12945373,80.06704018,"POLYGON ((80.07122113233694 7.126755010691983, 80.0713455039714 7.131798896978776, 80.06716448238255 7.134497541096139, 80.0628593310207 7.132152313841838, 80.06273510434686 7.127108632239477, 80.06691588407861 7.124409973202343, 80.07122113233694 7.126755010691983))",2
88610236d1fffff,10.44265094,Ihala Hewessa,Walallawita,Kalutara,288.2,1010.2,651.6262671,0,0,0,0,0,0,0,0,0,6,2:00 PM,sat,LK1339290,6.355751323,80.27279732,"POLYGON ((80.27697476192832 6.353036839275374, 80.27710234291942 6.358076836036768, 80.27292482636446 6.360791252398063, 80.26861996789304 6.358465679715506, 80.26849253158905 6.353425883965595, 80.27266980907356 6.350711459881816, 80.27697476192832 6.353036839275374))",1
88611c8441fffff,1183.409447,Nawagamuwa South,Kaduwela,Colombo,343.4556962,1626.936709,908.4821224,1,0,2,1,0,4,0,0,0,835,5:00 PM,thu,LK1109085,6.904713625,80.01058579,"POLYGON ((80.0147619342801 6.902012739680954, 80.01488525338682 6.907052835613434, 80.01070903432343 6.909753647956585, 80.00640973811237 6.907414377942859, 80.00628656364117 6.902374486955746, 80.01046254074993 6.89967366103238, 80.0147619342801 6.902012739680954))",3
88611c1139fffff,384.2363299,Diyagampala,Divulapitiya,Gampaha,300.3888889,1172.5,649.6014054,0,0,0,1,0,1,0,0,0,238,6:00 PM,sat,LK1209220,7.295581342,80.07963552,"POLYGON ((80.08381906726531 7.292884915869987, 80.08394371948259 7.297930786756873, 80.07976009976605 7.300627137078859, 80.0754520698482 7.298277632604606, 80.07532756277001 7.293231966523418, 80.07951094047496 7.290535600106134, 80.08381906726531 7.292884915869987))",1
88611c1765fffff,1471.015017,Assennawatta East,Divulapitiya,Gampaha,310.25,1285.285714,723.2389247,0,0,0,1,0,1,0,0,0,911,6:00 PM,thu,LK1209595,7.200524538,79.99659506,"POLYGON ((80.00077463915471 7.197828491156113, 80.00089783401349 7.202871372093014, 79.99671818290284 7.205567343441083, 79.99241557945233 7.203220449762846, 79.99229252946874 7.198177774414465, 79.99647193806489 7.195481787151252, 80.00077463915471 7.197828491156113))",3
8861022c11fffff,120.8979462,Delmella,Bulathsinhala,Kalutara,318,1065,504.5222528,0,0,0,0,0,0,0,0,0,64,2:00 PM,fri,LK1312125,6.691900692,80.20482287,"POLYGON ((80.20900254478445 6.689192420376455, 80.20912909890295 6.69423485980566, 80.20494935712378 6.696943060740075, 80.20064330134323 6.694608832952026, 80.20051689207655 6.689566595916303, 80.20469639374291 6.686858384270333, 80.20900254478445 6.689192420376455))",1
8861034947fffff,1022.98077,Diyagama East,Homagama,Colombo,333.2321429,1554.857143,772.0666767,0,0,0,0,0,0,0,0,0,722,6:00 PM,mon,LK1112295,6.806627794,80.00394702,"POLYGON ((80.00812166158852 6.80392558610164, 80.00824482923512 6.808964421477889, 80.00407011686511 6.811666556999549, 79.99977247870969 6.809329870017892, 79.99964945559515 6.804291239492855, 80.00382392610835 6.801589091093623, 80.00812166158852 6.80392558610164))",3
88610224b5fffff,170.5299156,Girikola,Agalawatta,Kalutara,310.7272727,1110.090909,580.3599669,0,0,0,0,0,0,0,0,0,91,8:00 AM,fri,LK1333005,6.566936291,80.12105048,"POLYGON ((80.12522579957319 6.564228030763009, 80.1253508732416 6.56926694103817, 80.12117548698141 6.571975131991412, 80.11687526763833 6.569644422966202, 80.11675033853238 6.564605715803005, 80.12092548421136 6.561897514548292, 80.12522579957319 6.564228030763009))",1
88611c1415fffff,760.7871956,Andiambalama West,Katana,Gampaha,327.96,1443.76,690.9004232,0,0,0,0,0,0,0,0,0,471,6:00 PM,fri,LK1206175,7.189580706,79.89449468,"POLYGON ((79.89867075040129 7.186886777288579, 79.89879219592842 7.19192702242801, 79.89461605203394 7.194620874911135, 79.89031870590496 7.192274498744487, 79.89019740502312 7.187234460317822, 79.89437330562943 7.18454059134056, 79.89867075040129 7.186886777288579))",3
88611cb165fffff,10755.44685,Wennawatta,Kolonnawa,Colombo,343.6923077,1784.411303,2275.33951,1,0,2,2,5,10,0,0,0,"7,589",8:00 AM,sat,LK1106050,6.939624811,79.90119178,"POLYGON ((79.90536478647624 6.936926871942049, 79.90548625071506 6.941964646052774, 79.90131317237569 6.944662511045892, 79.89701887265578 6.942322616475442, 79.89689755284914 6.937285048591918, 79.9010703883347 6.934587169047123, 79.90536478647624 6.936926871942049))",2
886102261bfffff,733.9138312,Kevitiyagala,Agalawatta,Kalutara,313.625,1055.5,593.6371113,0,0,0,0,0,0,0,0,0,390,6:00 PM,sun,LK1333150,6.472810043,80.19508523,"POLYGON ((80.19926170905276 6.470098851094028, 80.19938800970232 6.475138422513431, 80.19521146024267 6.477849545773228, 80.1909088499966 6.475521106719206, 80.19078269397916 6.470481737406351, 80.19495900357997 6.46777060503612, 80.19926170905276 6.470098851094028))",3
88610226abfffff,27.73274966,Mulatiyana,Agalawatta,Kalutara,313,1055.454545,556.4825273,0,0,0,0,0,0,0,0,0,15,6:00 PM,tue,LK1333100,6.504572947,80.16192832,"POLYGON ((80.16610414197271 6.50186291608146, 80.16622988902994 6.506902068588708, 80.16205399532596 6.509612030662485, 80.15775259473607 6.507282849788915, 80.15762699227051 6.502243899819986, 80.1618026458075 6.499533928181479, 80.16610414197271 6.50186291608146))",1
88611c12ebfffff,463.5692865,Uthuwanbogahawatta,Mirigama,Gampaha,309.0606061,1282.30303,674.460977,0,0,0,0,0,0,0,0,0,287,6:00 PM,thu,LK1212570,7.183294335,80.04712865,"POLYGON ((80.05130965734564 7.18059689061542, 80.05143370955591 7.185640840278625, 80.04725262989352 7.188338209645054, 80.04294774011986 7.185991644800391, 80.04282383287698 7.18094790013155, 80.04700467044476 7.178250515308376, 80.05130965734564 7.18059689061542))",1
8861035a35fffff,178.2912765,Warakagoda West,Madurawala,Kalutara,306.8,1089.8,718.1093741,0,0,0,0,0,0,0,0,0,95,3:00 PM,wen,LK1315140,6.621160294,80.09269775,"POLYGON ((80.09687285260878 6.618453427598056, 80.09699746345164 6.623492292198027, 80.09282228744966 6.626199087919414, 80.08852274149386 6.623867029932115, 80.08839827520295 6.618828368860604, 80.0925732103202 6.6161215622432, 80.09687285260878 6.618453427598056))",1
88611c88a1fffff,557.4527185,Ellakkala West,Attanagalla,Gampaha,304.5666667,1261.566667,661.4529962,0,0,0,0,0,0,0,0,0,345,6:00 PM,fri,LK1227210,7.149855529,80.12277802,"POLYGON ((80.12696105853189 7.14715588314603, 80.12708639143999 7.152201345401161, 80.12290328540102 7.154900917007637, 80.1185950879099 7.152555041067007, 80.11846990009904 7.147509782902357, 80.12265276468645 7.144810196583193, 80.12696105853189 7.14715588314603))",3
88611cb915fffff,4289.111811,Kanuwana,Ja Ela,Gampaha,333.6031746,1492.968254,617.4151887,7,0,8,5,2,22,0,0,0,"2,658",11:00 AM,fri,LK1221070,7.083749811,79.89194672,"POLYGON ((79.89612131880264 7.081054291455743, 79.89624268030072 7.086093380095352, 79.89206801272884 7.088788824496396, 79.88777222680901 7.086445195960335, 79.88765100985431 7.081406313890811, 79.89182543428052 7.078710853782748, 79.89612131880264 7.081054291455743))",2
8861022623fffff,22.45646284,Magura West,Palindanuwara,Kalutara,303.2222222,1063.444444,604.7162636,0,0,0,0,0,0,0,0,0,12,2:00 PM,sun,LK1336165,6.509654188,80.21723462,"POLYGON ((80.22141230090361 6.506943042402721, 80.22153899448655 6.51198360623305, 80.21736124608852 6.51469468352746, 80.21305704385203 6.512365206234793, 80.2129304949809 6.507324844329403, 80.21710800363874 6.504613757786863, 80.22141230090361 6.506943042402721))",1
88611cb225fffff,6711.598566,Nedimala,Dehiwala,Colombo,352.6844784,1996.010178,3270.182417,1,1,3,4,2,11,0,0,0,"4,736",6:00 PM,tue,LK1130055,6.849679429,79.88207934,"POLYGON ((79.88625053914348 6.846980548733576, 79.88637164272428 6.852016852527623, 79.8822003780864 6.854715659818265, 79.87790825273538 6.852378177300746, 79.8777872934636 6.847342079793339, 79.88195831523826 6.84464325851229, 79.88625053914348 6.846980548733576))",2
88611c152dfffff,835.5215185,Akaragama West,Divulapitiya,Gampaha,314.6666667,1288.111111,695.7852732,0,0,0,0,0,0,0,0,0,518,6:00 PM,sun,LK1209110,7.262772985,79.95566188,"POLYGON ((79.95984093431234 7.260078830174799, 79.95996345344483 7.265121325561916, 79.95578432839336 7.267815404120446, 79.95148292714129 7.265467003939778, 79.95136055285292 7.260424714697725, 79.95553943497694 7.257730619486737, 79.95984093431234 7.260078830174799))",3
8861023497fffff,132.1819463,Katukele Welmeegoda,Walallawita,Kalutara,295.5,927.25,731.566775,0,0,0,0,0,0,0,0,0,70,2:00 PM,0,LK1339150,6.433669754,80.22381582,"POLYGON ((80.22799271501876 6.430957397976176, 80.22811949071506 6.435997184065335, 80.22394252771713 6.438709472481438, 80.21963902860105 6.436381983432113, 80.21951239756115 6.431342399053136, 80.22368912098518 6.428630102008428, 80.22799271501876 6.430957397976176))",1
8861034b59fffff,1635.135466,Raigama West,Bandaragama,Kalutara,313.4482759,1343.862069,632.0970976,0,0,0,0,0,0,0,0,0,868,6:00 PM,fri,LK1306170,6.73031601,80.01904265,"POLYGON ((80.02321678077197 6.727612340453454, 80.02334017656514 6.732650674270607, 80.01916597213923 6.73535427176148, 80.01486861354813 6.733019547630549, 80.01474536224984 6.727981418362065, 80.01891932505218 6.725277808671186, 80.02321678077197 6.727612340453454))",2
88611c132dfffff,1149.834466,Purana Meerigama,Mirigama,Gampaha,310.0555556,1158.333333,2044.058689,0,0,0,0,0,0,0,0,0,712,3:00 PM,sun,LK1212105,7.255470477,80.13390402,"POLYGON ((80.13808881266701 7.252772210466186, 80.13821437764251 7.25781901279125, 80.13402951939725 7.260517203706133, 80.1297193377055 7.258168607730468, 80.1295939179472 7.253122009537857, 80.1337785346678 7.250423803183783, 80.13808881266701 7.252772210466186))",0
88610235b1fffff,337.1409276,Hedigalla,Palindanuwara,Kalutara,286.2,1106.6,533.9185203,0,0,0,0,0,0,0,0,0,179,4:00 PM,sat,LK1336155,6.499989935,80.26370414,"POLYGON ((80.26788318764568 6.49727765753041, 80.26801067115598 6.502319232993171, 80.26383155306586 6.505031442513438, 80.2595251908288 6.502702085442174, 80.25939785211798 6.497660711362373, 80.263576730849 6.494948492965959, 80.26788318764568 6.49727765753041))",1
88611c174bfffff,1838.911152,Ganihimulla,Minuwangoda,Gampaha,312.2352941,1294.411765,711.0331404,0,1,0,2,0,3,0,0,0,"1,139",5:00 PM,mon,LK1215270,7.163231105,79.98295089,"POLYGON ((79.98712953193474 7.160534783716859, 79.98725247907994 7.165576948315488, 79.98307376674394 7.168273194081244, 79.97877234983072 7.165927290964751, 79.97864954749748 7.16088533204793, 79.98282801726992 7.158189070561216, 79.98712953193474 7.160534783716859))",2
8861022655fffff,124.3264878,Harankahapatha,Agalawatta,Kalutara,300.7142857,1023.285714,682.3468326,0,0,0,0,0,0,0,0,0,66,12:00 PM,sun,LK1333145,6.471660913,80.22052556,"POLYGON ((80.22470284801454 6.468949160641047, 80.22482958266443 6.473989337802719, 80.22065222698922 6.476701022049666, 80.21634837632543 6.474372538068441, 80.21622178635965 6.469332562724584, 80.22039890237784 6.466620869539263, 80.22470284801454 6.468949160641047))",1
88611c8261fffff,90.85658297,Weragolla South,Seethawaka,Colombo,319.9130435,1398.043478,568.1610566,0,0,0,0,0,0,0,0,0,64,6:00 PM,sun,LK1115230,6.919597005,80.19353564,"POLYGON ((80.19771794263512 6.916892318883193, 80.19784439443035 6.921937061764369, 80.19366202391991 6.92464167534853, 80.18935344216442 6.922301558557495, 80.18922713540498 6.91725701859062, 80.19340926536955 6.914552392495701, 80.19771794263512 6.916892318883193))",1
886102351dfffff,0,Kalukandawa,Palindanuwara,Kalutara,250.6666667,901,467.3277111,0,0,0,0,0,0,0,0,0,  -    ,10:00 AM,wen,LK1336200,6.474420168,80.32678562,"POLYGON ((80.33096635473177 6.471706184222094, 80.33109490573571 6.476748973979242, 80.32691410020361 6.479462890148355, 80.32260498249286 6.47713402483207, 80.32247657639529 6.472091435697724, 80.32665714310633 6.469377511251905, 80.33096635473177 6.471706184222094))",1
8861035117fffff,476.7611568,Wadugama,Dodangoda,Kalutara,325.6666667,1106.666667,778.0632729,0,0,0,0,0,0,0,0,0,253,5:00 PM,mon,LK1327150,6.547473275,80.04847631,"POLYGON ((80.05264900255307 6.544766301340585, 80.05277282965858 6.549803194422426, 80.04860006355175 6.552510097860285, 80.04430371146105 6.55018011883103, 80.04418002874685 6.545143429639666, 80.04835255373641 6.542436515582352, 80.05264900255307 6.544766301340585))",1
88611c8ccbfffff,1182.137338,Mahena,Gampaha,Gampaha,323.8939394,1459.151515,697.6911244,1,0,0,0,0,1,0,0,0,732,6:00 PM,mon,LK1224330,7.057359983,79.98037141,"POLYGON ((79.98454857793362 7.05466208591046, 79.9846714399975 7.059703085215708, 79.98049420520677 7.062400907675491, 79.97619435077847 7.060057745759992, 79.97607163342447 7.055016951993548, 79.98024862579332 7.052319114599202, 79.98454857793362 7.05466208591046))",3
8861022dd7fffff,768.3451998,Nambapana,Ingiriya,Kalutara,319.3,1131.9,495.6309886,0,0,0,0,0,0,0,0,0,408,6:00 PM,sat,LK1310075,6.738028386,80.18898869,"POLYGON ((80.19316845238711 6.735321127547338, 80.19329475425882 6.740363716254691, 80.18911491801799 6.743070903616982, 80.18480902021692 6.740735513430733, 80.18468286320594 6.735693127376639, 80.18886245913964 6.732985928850716, 80.19316845238711 6.735321127547338))",3
88611c1a5dfffff,783.6061175,Giriullagama,Mirigama,Gampaha,292.2105263,1192.894737,2012.789019,0,0,0,0,0,0,0,0,0,486,3:00 PM,sat,LK1212010,7.316381847,80.12691387,"POLYGON ((80.13109922819696 7.31368468461339, 80.13122469762423 7.318731916564722, 80.12703926426258 7.321429003065795, 80.12272860315026 7.319078873555862, 80.12260327898115 7.314031845910332, 80.12678847067055 7.311334743464291, 80.13109922819696 7.31368468461339))",0
8861035b61fffff,258.2924467,Galahena,Bulathsinhala,Kalutara,306.125,986.125,582.5274404,0,0,0,0,0,0,0,0,0,137,3:00 PM,sat,LK1312100,6.656148005,80.1572192,"POLYGON ((80.1613968655749 6.653440248296971, 80.16152259216419 6.658481107001431, 80.15734486037718 6.661188794002698, 80.15304164243813 6.658855633041496, 80.15291606056849 6.653814977203144, 80.15709355192256 6.651107279455093, 80.1613968655749 6.653440248296971))",1
8861034b65fffff,2423.707582,Thalagala East,Horana,Kalutara,325.3,1349.266667,594.3254485,0,0,0,0,0,0,0,0,0,"1,287",6:00 PM,fri,LK1309030,6.774560366,80.0455742,"POLYGON ((80.04974978367865 6.771856770680965, 80.04987364977065 6.776896266434016, 80.04569799608926 6.779599790145237, 80.0413987178049 6.77726383046427, 80.04127499630451 6.772224539040314, 80.04545040850124 6.769521002963561, 80.04974978367865 6.771856770680965))",2
